Column1;Column2;Column3
8038_tweet.txt;le mot;@XXX @XXX Aquababe a accusé hassan d'être agressifs. Mais ça a été prouver que ce n'était que de la diffamation. Et ce n'est pas la fausse rumeur qu'il a répandu depuis. Croire un seule mot d'un bloggeur aussi vendue c'est la débilité meme.
56736_tweet.txt;Le terme;"@XXX @XXX Le terme soumis te choque ? Tu préfères le terme ""subordonné"" ? Ca sonne mieux t as raison. Mais la racine du mot ""subordonné"" est la meme que celle du mot ""soumis"""
266982_tweet.txt;on dit;@XXX ont beau masquer leur idéologie pour les élections, comme on dit “chasse le naturiste il revient au bungalow” #colombes #Chaimovitch #Veldhiv #Darmanin #castex #remaniement #EELV #Coffin #COVID19 #COVID19 #laracailleTue #Briatore #AdamaTraore url_path
253147_tweet.txt;on dit;@XXX C’est comme le Superbowl, même si à ce qu’on dit, le Superbowl de Lady Gaga était vraiment en live
114319_tweet.txt;on dit;@XXX Comme on dit au #Monopoly un petit détour par la case prison leur fera le plus grand bien ?? #coronavirus #MasqueObligatoire ??@XXX
66018_tweet.txt;le mot;sans compter leur bagnole dont le moteur tourne toujours pour que ces sans gènes soit bien au frais url_path
50840_tweet.txt;orthographe;"@XXX @XXX @XXX @XXX @XXX @XXX @XXX Vous savez ça existe des difficultés en orthographe ??. C'est drôle franchement de ce moqué des gens. De plus, quand on n'utilise le mot ""wesh"" au début d'une phrase on peux aussi se poser des questions."
264423_tweet.txt;le terme;Les personnes utilisant le terme « les zhommes » méritent la pendaison comme Saddam Hussein.
88330_tweet.txt;on dit;A fifa on dit à 3/0 tu lâches la manette.   En play off c'est à partir de moins 30 c'est ça?   #NBAextra
146338_tweet.txt;langage ;Venez on fait rentrer les expressions lyonnaises dans le langage français url_path
241125_tweet.txt;on dit;@XXX c'est clair, on dit toujours que les allemands sont propres... Mais chez eux, en france ils sont sans gêne aussi ! #ggrmc
35820_tweet.txt;on dit;@XXX Même si c’est immangeable (qui ne s’est pas coupé le bordure des lèvres ? Qui n’a pas sucé un glaçon vidé de son coca ? Qui n’a pas eu une goutte qui pègue ?), on dit bien Yéti.
193156_tweet.txt;le mot;#Rmclive Vincent c'est le motard que tout le monde a pu voir dans le fils a JO. Tremble Vinales, Marquez, Rossi car oui Moscat va vous le régler le problème.
60178_tweet.txt;on dit;on dit mister freeze mm si c’est pas la marque mister freeze url_path
224485_tweet.txt;le mot;@XXX @XXX Je pense qu'une belle une comme celle de Gasly aurait fait vendre plus que le mot Nadal collé au milieu. ??
87071_tweet.txt;le mot;@XXX Juste un peu déçu pour ma part qu'au moins Super Mario 64 n'est pas été remake, ça aurait été terrible des remake avec le moteur de de Super Mario Odyssey ??
14371_tweet.txt;le mot;@XXX @XXX Info reprise par le Parisien avec le motif de l'interpellation ! url_path
174287_tweet.txt;le mot;@XXX @XXX @XXX #crimes 1 petite mise au point sur le mot #incivilités #societe #ensauvagement
134627_tweet.txt;orthographe;Oh la faute d'orthographe sur le grand écran de Brest ????
212731_tweet.txt;le mot;@XXX @XXX @XXX Ce maillot n’est pas digne de l’institution c est clair. Mais le mot boycot est exagéré car vu le CA du merchandising depuis 10 ans, on ne peut pas dire que jolis ou pas , on s’arrache les maillots...
251649_tweet.txt;le mot;@XXX @XXX @XXX @XXX Va falloir développer ton argumentation pour les Devoirs ecrit utiliser 3 fois le mot consanguins en 3 phrases ca passera pas au bac...
106526_tweet.txt;on dit;"Thierry Adam, qui en est à son vingtième Tour de France, ne sait toujours pas qu'on dit ""à"" vélo et pas ""en"" vélo ????  #tdf2020  #France2  #France3"
58220_tweet.txt;on dit;@XXX Pas une grande série de leur part (euphémisme) mais comme on dit c'est à la fin du bal qu'on paie les musiciens ??. En tout cas j'ai rarement vu une équipe aussi imprévisible que les Rockets. Ça peut être épique contre les Lakers !
34595_tweet.txt;le mot;@XXX @XXX Giannis se blesse à la cheville et c’est le seul truc que t’as à dire? En plus tu ne sais même pas écrire le mot sweep
37635_tweet.txt;on dit;@XXX Non on dit merci l'epic game store qui l'avait mis gratis surtout
68300_tweet.txt;on dit;"@XXX Allah ça a pas exactement le même sens que Dieu, Dieu c'est lah mais quand on dit Allah on rajoute le ""Al"" devant pour exprimer l'unicité de Dieu, c'est pour ça que si on est pas sincère dans le monothéisme on évite d'employer Allah (c'est mon avis)"
57164_tweet.txt;on dit;@XXX Par contre quand c'est Suarez qui rate son penalty et qui fait éliminer son équipe, l'Uruguay de la Copa America la on dit rien. Mais c'est normal, hypocrisie africaine, il suffit qu'un joueur d'Afrique fasse un faux pas et vous leur cracher dessus
259970_tweet.txt;on dit;Une vingtaine de #migrants qui attaquent deux gendarmes... ?? On continue avec cette #immigration sauvage incontrôlée où on dit STOP ? ?! #Normandie url_path
66084_tweet.txt;Le mot;RT @XXX: Le moteur Honda en cause dans l’abandon de Verstappen à Monza - url_path #F1 #ItalianGP
131356_tweet.txt;le mot;@XXX @XXX moi je pense que les 2 mots sont à bannir complètement, mais par conte ce n’est pas la même échelle, je veux pas créer de hiérarchie dans le racisme mais le n-word découle de la ségrégation etc,utiliser par les colons et tout alors qu’en face le mot beurette est « juste »raciste
264928_tweet.txt;on dit;@XXX @XXX Cesr un peu ce qu’on dit... Ça a été crée le style de base aux USA, ca a été repris au UK, ils ont mit à leurs sauces et rajouté des bails...
210115_tweet.txt;le mot;Je suis si inspirée par Léna Situations, cette fille créée une réelle motivation en moi
2392_tweet.txt;le mot;@XXX @XXX @XXX rien que maintenant dire le mot race renvoie à la culture américaine ??si tu préfères l’égalité des ethnies différentes
197391_tweet.txt;le mot;@XXX J adore le mot de la fin de Pierre Palmade « J aime que ça faire les gens rire » ....????merci Oasis
118503_tweet.txt;on dit;Eh c'est quand il meurt le premier docteur la? Aucune prestance, insolent, misogyne, son age implique trop souvent de la faiblesse, fierté mal placé. Quand on dit doctor Who ça vient de loin c'est pas que des années
67609_tweet.txt;le mot;"@XXX J'avais peur que vous soyez encore sous la douche...  Ils doivent être contents chez Mercedes d'avoir dégonflé le moteur de Bottas pour que Hamilton gagne ""à la régulière"". Bravo les boches, du travail de pro..."
239256_tweet.txt;le mot;@XXX protection c'est le mot qui correspond surtout nous en avons tous besoin en ce moment face au #Covid_19. @XXX #Evasiondentreprise
180521_tweet.txt;le mot;Actuellement en train de croiser les doigts pour que le moteur Renault de Sainz casse tout en me rongeant les ongles, les courses sans Mercedes ni Verstappen c'est quand même autre chose
25961_tweet.txt;le terme;Sont tres forts sur @XXX ... Dissertent tous les soirs sur l insécurité sans jamais prononcer le terme #Immigration  Journalistes, avocats, politiques...complètement hors sol #LaRacailleTue
106808_tweet.txt;on dit;Avant de manger on dit ça « Si quelqu’un ne veut plus le manger après il me le donne ok » url_path
21042_tweet.txt;le mot;"C'est bien le même Ménard qui à l'habitude d'utiliser le mot ""racaille"" ??????????????????????Robert Ménard, le maire de Béziers, visé par une enquête pour soupçons de corruption, via @XXX url_path"
110649_tweet.txt;le mot;#PlusDe70kgEtSereine le mot dièse pour les amateurs de pêche au gros ??
84790_tweet.txt;le mot;#LGBTQIPOCbeauty plus le temps passe plus les lettres se rajoutent  plus tard on pourra placer toutes les lettres de l'alphabet ce sera le mot parfait pour scrabble ou le retour de motus url_path
229175_tweet.txt;on dit;@XXX Perso je pense qu'il y a une logique plus perverse. Quand on dit Darmanin c'est Bousquet, on dit finalement que Bousquet c'était sympa. Idem pour le fameux camp de concentration à ciel ouvert. 30 ans que j'entends cette personne, que je ne peux pas nommer, euphémiser le nazisme
91841_tweet.txt;le mot;@XXX @XXX Fifa 21 dans les anales.... oui le mot et l’orthographe ne sont pas une erreur... la jaquette la plus ridicule de l’histoire de fifa...
41816_tweet.txt;Le mot;Le motif d’arrestation de Soral est très « Gaid Salah » compatible
7340_tweet.txt;orthographe;@XXX @XXX Vous écrivez avec beaucoup de fautes d’orthographe. En tant que juriste ça craint...
266381_tweet.txt;le mot;Donc si le mot ensauvagement n'était pas utilisé par marine le pen on pourrait le dire sans problème ? Wouaaah le niveau de réflexion du nouveau ?????? génial #GGRMC
161870_tweet.txt;On dit;"@XXX @XXX Ça veut dire que le ""code source"" du virus a changé. Par exemple il a perdu son plugin pour créer des problèmes de coagulation. Les virus mutent naturellement, enfin il paraît, mais un virus manipulé en labo n'est pas stable. Il perd son génome artificiel. On dit aussi qu'il mute"
18048_tweet.txt;le mot;RT @XXX: McLaren F1 va prendre le risque de réutiliser le moteur de Sainz à Spa url_path
76567_tweet.txt;on dit;C’était sur qu’ils allaient gagner c’est pas pour rien qu’on dit BTS WORLD DOMINATION #VMAs
111_tweet.txt;langage ;@XXX @XXX Devons nous comprendre que Soral t'a dépucelé ?  Pourquoi ce langage cryptique ?
215926_tweet.txt;on dit;"@XXX @XXX @XXX Quand on dit ""ça me rappelle"" ce n'est pas nécessairement une allusion à un souvenir en fait, si tu préfères il aurait pu dire ""ça me fait penser à"" c'est un synonyme en fait ... Tu connais ?"
224191_tweet.txt;Le mot;Et ça y est ! Le moteur est éteint et la trajectoire semble bonne ?? url_path
241329_tweet.txt;langage ;#LRDS Raissa qui se dit la plus belle des plus belles, c'est bien beau, si elle pouvait aussi être belle dans son langage ça serait pas mal aussi hein?? La beauté extérieure ça fait pas tout !
172060_tweet.txt;le mot;Je suis tellement heureux de voir que le mot #Liverpool fini pendant Manchester City url_path
68005_tweet.txt;langage ;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX hypocrisie et double langage ! Festivals annulés, des milliers d’artistes au chômage... et pendant ce temps, le fait du Prince élyséen autorise à son ami-vicomte du Puy-du-Fou 12 000 spectateurs. Privilèges de la monarchie-républicaine...  Dans quelle France vit-on?
117990_tweet.txt;on dit;@XXX L'espoir fait vivre comme on dit   Mais 3-2 contre Brest aussi...
140278_tweet.txt;le mot;elles vivent dans une grotte pour pas connaitre le mot badass? #LRDS
181996_tweet.txt;le mot;La voix dans ma tête quand je rajoute le mot « néanmoins » pour le devoir de français url_path
170661_tweet.txt;On dit;Allez, bon COVID-19 à toutes et tous !  Combien de morts dans 3 semaines on lance les paris ?!  On dit merci qui ?   #rentreescolaire2020 #RENTREE2020 #RentreeScolaire
239446_tweet.txt;le terme;"En 1 jour, Jeff Bezos a empoché plus que le Budget 2020 de la RDC: 13 Milliards $  Il faudrait mieux peser le terme ""Boss"" là dans les chansons des Z ?? url_path"
46110_tweet.txt;le mot;Apprendre le mot perdre en football féminin : Les parisiennes : Perdre ! Les Barcelonaise : Perder ! Les lyonnaises :  Les allemandes : Verlieren !
148054_tweet.txt;le mot;Kaaris X Bosh c'est costaud, même le mot costaud c'est pas assez pour décrire
169396_tweet.txt;On dit;"@XXX @XXX On dit ""jouer au football"" mais non pas ""pratiquer le football"". Ce qui veut dire, ce sport est pour ce type de joueur : Chris Waddle, Ronaldinho, Zidane, Jay Jay Ococha, Neymar, Pélé, Maradona, Redondo, Littbarski, Hassler, Platini,  etc..."
242901_tweet.txt;le mot;Moi à mon avis c’est depuis le départ de Xavi et Iniesta que le Barca a perdu sa force, et que Messi ne peut pas faire être libre dans son jeux...  C’était quand même eu le moteur de l’équipe
73821_tweet.txt;langage ;#LeSaviezVous? Le lolcode a été créé pour du fun ! Le lolcode comme son nom l’indique est un langage de programmation exotique qui a été créé pour le #fun. Ce langage de programmation a quelque chose de la composition de poème. #numerique  #Digital  #DigitalTransformation url_path
176582_tweet.txt;Le mot;"#rentreescolaire2020 aujourd'hui en 2020...a l'heure des #MasquesObligatoires du #COVID19...on ne peut plus rire de rien, ni de personne...#Obono ! Le mot noir est devenu un ""gros mot"". Alors on debaptise ""les 10 petits negres""...a qd l'interdiction de Noir c est Noir d'#Hallyday"
233939_tweet.txt;on dit;@XXX @XXX Libre à vous de penser ce que vous voulez au final , même que soral est débile ... la seule question est : peut on être emprisonné pour ce qu'on dit et pense ? Pour pensée déviante ?  En france ... en 2020 ... !?
224565_tweet.txt;le mot;C'est VRAIMENT PAS une bonne idée de laisser la balle à Brest, on joue avec le feu... et en plus de ça Radonjic n'y est pas du tout... Faut remettre de l'essence dans le moteur, on peut pas subir comme ça #BREOM
117322_tweet.txt;Le mot;"#lesaviezvous ? Le mot ""hier"" est moins long que le mot ""demain"" !"
191521_tweet.txt;le mot;Merci à tous les journalistes de prendre en compte que le mot caténaire est féminin. On dit UNE caténaire. Merci et bisou #tgv8538 #SNCF  Oui c'est pas important, mais oui ça m'agace.
234732_tweet.txt;le mot;McLaren F1 va prendre le risque de réutiliser le moteur de Sainz à Spa url_path
153181_tweet.txt;on dit;@XXX @XXX Par contre si on dit préférer avoir un médecin blanc ce sera du racisme ????
226481_tweet.txt;orthographe;@XXX @XXX Ahh oui je parles de la Shoah, (je sais pas si c’est la bonne orthographe) mais oui du coup je parles des juifs en disant que ça m’a rappelle un scénario
45676_tweet.txt;Le terme;@XXX Le terme génocide a été inventé pour la shoah et tout les génocides avenirs, je vous rappelle. Pas pour événement qui se déroulés plus de 30 ans avant.
49565_tweet.txt;orthographe;@XXX @XXX @XXX tu m'envoie un fax quand tu feras un effort sur le sens de tes phrases merci. Puis inutile de parler de l'orthographe comme je l'ai dis car là..
142265_tweet.txt;orthographe;@XXX Coucou mon gentil Thierry ?? oui mon Loulou est intraitable sur les fautes de conjugaisons d’orthographe ???? j’adore qu’il me reprenne à chaque !!! Passe une merveilleuse soirée et profite ??????????????
70469_tweet.txt;On dit;On dit le Cap Feurreu ou le Cap Ferret ? #rmclive
222875_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX comme ci ça allait changer quoi que se soit. Il y a même des chances pour que ça soit contre productif. La censure n'est quasiment jamais une bonne solution, quel que soit le motif.
39801_tweet.txt;Le terme;"#AlwaysProud de ma femme et de ma fille. Le terme ""fier"" n'est pas l'exclusivité de qui que ce soit ??"
213029_tweet.txt;On dit;@XXX @XXX On dit allez en Palestine et pas en israel
188159_tweet.txt;On dit;@XXX @XXX On dit LE lycra, mais c´est un tissu pas terrible l´été.
136244_tweet.txt;le mot;Voili voilà... la Suède fait ses adieux au Covid (ou à la Covid, là-bas, ça n’a pas d’importance, le mot n’existera bientôt plus). url_path
217081_tweet.txt;le mot;Encore un non débat, peu importe le mot, les faits sont là. #GGRMC
196034_tweet.txt;Le mot;@XXX @XXX Je veux dire, y a quand même un soucis sur le traitement Giannis. Il a 25 ans. 25 ans. C'est normal d'échouer, c'est arriver à tout les grands champions à un moment donné de leur carrière. Le mot fraude est un peu abusé
96098_tweet.txt;langage ;@XXX Appareil reproductif de l'homme   ( langage de la streete )
247369_tweet.txt;le terme;@XXX je n'aime pas le terme ensauvagement , il laisse penser qu'on laisse les gens seuls face à eux même #ggrmc
173430_tweet.txt;le terme;@XXX @XXX sous estimé si tu préfères j’aime pas le terme sous coté non plus mais le fond du tweet est là
243997_tweet.txt;le mot;@XXX J'aime pas Soral mais le motif d'arrestation me semble ubuesque.
81561_tweet.txt;le mot;"RT @XXX: #MonPireDate Vous utilisez le mot anglais ""date"" au lieu de ""rendez-vous"", vous méritez ??"
17372_tweet.txt;on dit;@XXX @XXX Vidéo avec La Fouine et Rohff et c'est la que Kaaris a dit que la vidéo ne sort pas puisque d'autres étaient impliqués sans son consentement. Et après on lui a demandé de clasher. La ou je veux juste en venir c'est que quand on dit avoir des dossiers sur tel ou tel personne
179381_tweet.txt;le mot;RT @XXX: « je t’aime » c’est des mots fort quand même arrêtez de l’utiliser comme vous utiliser le mot bonjour.
22673_tweet.txt;on dit;Comme on dit en tunisie nous ne vous avons pas envié à cause de votre richesse, vous nous enviez dans notre pauvreté #LMvsMonde5
181659_tweet.txt;le mot;"Pour un journaliste de BFM, le mot ""territoires"" ne parle pas au Français. Davantage hors-sol, je ne vois pas. Misèèèère ! #colterr #collterr"
249775_tweet.txt;le mot;@XXX @XXX Certains si mais pas tous. Le problème c'est qu'elle généralise la soeur, comme les racistes de toutes couleurs le font. Elle prend le mot raciste comme synonyme de blanc ayant la haine des noirs quand cela signifie ? ayant la haine des ?. Le ? étant de toutes couleurs.
44317_tweet.txt;le mot;@XXX Je dis ce commentaire parce que ça me tente de le dire et que c'est pertinent chaque fois qu'on voit le mot #Suede
130600_tweet.txt;On dit;Le Canada nous apprends même à #baiser pendant le #Covid_19. On dit merci @XXX !!!! #sexe #virus #masque #Pandemie url_path
128732_tweet.txt;on dit;RT @XXX: selena c’est bien la seule personne pour qui on dit 82833838 joyeux anniversaire??
237904_tweet.txt;le mot;- Les Français qui font une belle course - Ocon progresse, Gasly confirme - Albon toujours limité - Mercedes seul au monde - Ferra... quoi ? - Renault qui montre son bon boulot sur le moteur - Sainz le poissard  #BelgianGP
126956_tweet.txt;le mot;@XXX Sainz qui critiquait le moteur Renault mais qui partira 3eme demain grâce a un moteur Renault
25283_tweet.txt;on dit;@XXX @XXX @XXX Interdiction à la SNCF d acheter des bourreuses,  tracteurs débroussailleurs... pour ne pas concurrencer le privé on soutraite aux amis de nos politiciens 90% des travaux et après on dit les cheminots créaient une dette ,non c'est pas le mec a 1200 euros qui créait la dette
163827_tweet.txt;le mot;Il était venu me chercher chez mere pour aller au cinéma. Sur la route pour aller à Clermont,  conduite ultra sportive... 180 km/h, le moteur qui ronflait. Et moi accrochée au tableau de bord. Je suis arrivée trempée ?? et lui classé dans la catégorie Keke à éviter #MonPireDate
95144_tweet.txt;le mot;On prie bien évidemment pour que le moteur de Hamilton expose au premier virage @XXX
199954_tweet.txt;on dit;RT @XXX: Si qu’un connait Pablo Iglesias appelez-le. Il n’a rien compris et pourtant il est « trop » bien comme on dit aujourd’hui.
231758_tweet.txt;le mot;@XXX @XXX T'arriveras plus facilement à varier les bandes(nombres, épaisseurs, placement) que le motif du maillot de Monaco.  Moi je le trouve vraiment propre comme ca, des fois ya pas besoin de grand changement
76687_tweet.txt;langage ;@XXX Ça a parlé tactique, de l'exclusion de Louza, du jeu de transition, de pas se faire presser d'entrée par Nîmes qui en avait collé 4 à Brest. Pas un langage pré-réchauffé comme on commence à avoir l'habitude.
179489_tweet.txt;on dit;les gens qui sont gênés dès qu’on parle de : règles ou qu’on dit le mot « sous vêtement », ... fr grandit un peu
219991_tweet.txt;le terme;@XXX @XXX @XXX @XXX @XXX @XXX Si, toute personne avec du bon sens!!! Ça s’appelle du racisme point! Je ne suis pas d’accord avec le terme “supremacisme” car refuser d’être soigné par un médecin blanc/noir/asiatique juste parce qu’il est blanc/noir/asiatique , c’est du racisme !
247366_tweet.txt;le mot;Flagrant c’est bien le mot pour définir comment les arbitres avantagent les Bucks url_path
101810_tweet.txt;le terme;"RT @XXX: Barbara Pompili réfute le terme d'""ensauvagement"" utilisé par Gérald Darmanin url_path via @XXX"
230613_tweet.txt;orthographe;L'écriture inclusive pour la Mairie de #Paris c'est oui.  L'orthographe pour la Mairie de Paris c'est NON.   Toujours ce timing parfait en pleine #rentreescolaire2020 url_path
97647_tweet.txt;le terme;@XXX @XXX @XXX Et je ne défends rien du tout je trouve que c’est très bête de sa part mais je réfute le terme de negationisme.. j’espère que vous condamnez toutes les victimes de cambriolage qui en rajoute en comparant au viol, et que vous les accusez de negationisme de la gravité du viol !
261971_tweet.txt;le mot;@XXX la pologne vas bien, aucuns esclaves a signaler ces 500 dernières années , c est trop éloigné de nantes ?? ! pas de code noir , pas de banania , pas d expo coloniale etc , ils ont laissé un peu de gênes dans le mot esclave d'ailleurs ...
3259_tweet.txt;le mot;C'était vraiment le mot de la fin ? #FranceRelance
188338_tweet.txt;le mot;@XXX Elle motivait les joueurs ?? Willian est devenu nul depuis qu’elle est partie
80995_tweet.txt;On dit;@XXX Qui a dit que la mort d'Adama Traoré était justifiée ? On dit juste que défendre un criminel et une famille de criminels c'est assez cocasse....  Sinon je ne vois pas le rapport entre le RN et LAREM ??
14481_tweet.txt;orthographe;C'est un sans faute dans tous les domaines @XXX ?? #SNCForthographe url_path
15041_tweet.txt;On dit;Mon petit @XXX je profite de la pub... je laisse passer pour cette fois mais plus jamais tu dis LubÉron à l'antenne. On dit Luberon sans accent aigu. Merci cordialement #rmclive
163133_tweet.txt;le mot;@XXX @XXX Y a plus rien a dire vous en êtes arrivés tous les deux a la conclusion que le port du masque doit être laissé au bon libre arbitre de CHACUN.  Ça me va parfaitement a partir du moment où on enlève le mot OBLIGATOIRE !
59345_tweet.txt;le mot;@XXX Tu rajoute le thème de l’amitié mais de base le mot principal c’est fidélité à vrai dire je suis loin d’être bête si tu te fies au commentaire d’en haut par exemple un autre gars a compris la même chose je Ne me prétends pas omniscients en croyant savoir ta pensée
244866_tweet.txt;le terme;@XXX C’est faux, le terme homosexuel pendant l’antiquité n’existait pas, ça parlait plutôt de sodomie, de relation entre deux hommes mais les premières lois chrétienne dans l’Empire Romain ont condamné les homosexuels aux bûchés alors que c’était pas le cas avant le christianisme.
4862_tweet.txt;le mot;Apres avoir bloqué les notifications toute la journée, m'être bouché les oreilles à chaque fois que j'entendais le mot F1... Mes efforts auront été vains : j'ai été spoilé ???? Tant pis, je veux quand même voir le replay de cette grande course ! #Monza #ItalianGP #F1 url_path
133273_tweet.txt;le mot;@XXX @XXX Oui c’est exact ! C’est pour ça que j’ai ajouté « mais tuez-les tous » ! Sinon c’est effectivement le mot d’ordre du sac de Béziers et la croisade contre les albigeois !
255218_tweet.txt;orthographe;@XXX La seule chose qui est gênante c’est ton orthographe.
33638_tweet.txt;Le terme;RT @XXX: Le terme « tourner 7x sa langue dans sa bouche » prend tout son sens
149738_tweet.txt;langage ;@XXX @XXX @XXX @XXX @XXX C'est le bon moment pour inventer un nouveau langage universel ??
84603_tweet.txt;le terme;Macron c'est quand-même dingue d'avoir une femme prof de français, et d'utiliser le terme d' #incivilités mal à propos. Lorsqu'une personne tue volontairement quelqu'un c'est un meurtre ou un assassinat, ne vous en déplaise macron url_path
87049_tweet.txt;le terme;Il faut rétablir la vérité  Ici pas de fake News  Vous connaissez les journalistes,qui ne donnent pas les noms quand.... Donc un journaliste,demande à #EM que pensez-vous des #incivilités? Sortis de son contexte par les @XXX and co  #EM a repris le terme #incivilité
113779_tweet.txt;le terme;@XXX @XXX @XXX @XXX Avec ce qu'il se passe dans le monde, Laurent Blanc a décidé de se renommer Laurent qui n'est pas de couleur, le terme blanc étant considéré maintenant comme raciste, url_path
123295_tweet.txt;on dit;@XXX @XXX @XXX Plus au nord de Marseille on dit yeti aussi ??
16896_tweet.txt;le mot;RT @XXX: La voix dans ma tête quand je rajoute le mot « néanmoins » pour le devoir de français url_path
241589_tweet.txt;le mot;"Aidez le @XXX cherche le mot ""métaphore""#GGRMC"
162879_tweet.txt;le mot;@XXX Ouais y’a un problème de choix au sein de l’équipe dirigeante. On se cache tous derrière le moteur mais Alfa Romeo ou Haas ils ont quoi de plus que nous?  Il faut vraiment revoir un trop grand nombre de choses j’espère beaucoup de l’arrivée de Sainz en tout cas
235673_tweet.txt;le mot;RT @XXX: dès que la radio prononce le mot  #confinement  choc - le camion s'évanouit url_path
187590_tweet.txt;le mot;Hamilton ce bat pour revenir contraiment à Bottas qui est........... Je vous laisse trouver le mots #AuRupteur
142276_tweet.txt;le mot;RT @XXX: Il est temps de masqué le mot « Wejdene » c’est plus possible.
251803_tweet.txt;langage ;Le langage corporel est terrible côté Bucks pour le moment.
197462_tweet.txt;le mot;@XXX @XXX Oui insulter c'est le mot, dénigrer sur le physique si tu préfères
192900_tweet.txt;le mot;@XXX Les gens pourraient arrêter de comparer la shoah avec des situations qui se passent dans le monde en général J'avais vu notamment des gens comparer la shoah et les conséquences futures du désastre écologique (j'ai perdu le mot pour le dire désolée)
124735_tweet.txt;on dit;@XXX on a pas dit qu’un enfant q tu élèves etc c pas ton enfant, qd on dit ton enfant là on parle biologiquement, qui aura ls gènes de ses géniteurs, de la famille on parle que de ça, on ne dit pas que les autres (= adoptés ou ceux que tu éduques simplement) ne sont pas « TON » enfant
87821_tweet.txt;Le mot;Le mot est trop beau. Encore une fois j'ai le meilleur à mes côtés ?
85214_tweet.txt;le terme;"RT @XXX: Barbara Pompili réfute le terme d'""ensauvagement"" utilisé par Gérald Darmanin url_path url_path"
167723_tweet.txt;on dit;Alors maintenant sur #BFMTV on dit incivilité pour le meurtre de #Axelle quand il s’agit des racailles, pour moi une incivilité c’est jeter son mego de clope par terre ou chewing-gum quel bande de suceur on leur trouve toutes les excuse #StopAuxRacailles
233399_tweet.txt;on dit;@XXX @XXX Les medecins n ont pas le drout de se faire de la pub, (sauf ceux qui s etalent a la TV bien sur, dont on dit le nom, le prenom, la specialité et l hopital) mais le patient lui a le droit de choisir son medecin, sa couleur, son age, son sexe, son nom, son prenom..
46057_tweet.txt;langage ;RT @XXX: Marine on comprends mieux son langage que sa sœur ???? #LMvsrdm5 #LMvsMonde5
195957_tweet.txt;le mot;le mot amour est très court par rapport à ce que je ressens pour vous < 3  #jungkookday url_path
97690_tweet.txt;on dit;@XXX Les gens choisissent Top Congo pour mettre le feu. Rappellez-vous de Tambwe Mwamba pour son Congrès, l'affaire jean jacques Mamba, Kabund, les lois Minaku et Sakata etc.. Il faut à Christian et Thierry bcp de sagesse pour ne pas tombé dans le piège car on dit d'eux pro FCC.
238892_tweet.txt;on dit;@XXX @XXX Charles le pied noir la vérité !!! Mais d'un autre côté il se serait arrêté au Norauto à côté du circuit ils lui auraient changé les pneus plus vite!!! Mais du coup comment on dit ça en espagnol pour Sainz l'année prochaine.. Pauvre Scuderia...
155847_tweet.txt;le mot;RT @XXX: @XXX @XXX Info reprise par le Parisien avec le motif de l'interpellation ! url_path
107063_tweet.txt;langage ;@XXX @XXX il va être nécessaire de modifier votre langage #incivilites @XXX  #presidentielle2022 url_path
194185_tweet.txt;on dit;je brunch dans un 5 étoiles avec une top modèle russe de 24 ans lorsque soudain celle-ci m’explique que le thé que l’on dit russe la plupart du temps ne vient pas du tout de russie mais soit de chine soit d’inde. il me paraissait important que vous le sachiez également.
57199_tweet.txt;le terme;@XXX Oui, c’est ce que je dis en gros. Résolution optimisée mais c’est pas du Remastered comme on a pu avoir sur XC. D’ailleurs Nintendo utilise même pas le terme dans le direct.
188359_tweet.txt;le mot;Sadio Mané???? c'est le moteur de Liverpool quand il accélère son jeu, Liverpool marque des buts et Liverpool gagne..  #LIVCHE
75496_tweet.txt;le mot;Quand je suis parti plusieurs fois au Liban ???? j’ai du cacher ma judéité sauf une fois j’en ai eu rien à foutre je l’ai dit à des chrétiens maronites ils m’ont tout de suite dit le mot « Hezbollah » je leur avais dit faites ce que vous avez à faire. 1/2
195909_tweet.txt;On dit;@XXX @XXX @XXX @XXX @XXX On dit -évidemment- « merci la #SNCF que le monde entier nous envie » ...com dhab
262351_tweet.txt;on dit;"@XXX @XXX Qui vivra verra comme on dit. En attendant j'espère que votre ""indignation"" ne se limite pas qu'au Puy du Fou, quand on voit le genre de rassemblements qu'il y a eu dernièrement..."
222360_tweet.txt;le terme;"@XXX @XXX Une racaille a piraté mon tweet et rajouté des mots n'y figurant pas, dans les milliers de tweets que j'ai écrit jamais je n'ai utilisé le terme ""fils de chien"" très utilisé dans une certaine communauté... facile à vérifier."
263437_tweet.txt;on dit;@XXX Qu'est-ce qu'on dit déjà ?? ?Un bon livre doit vous faire le même effet qu'un café: vius maintenir en éveil ? ??
177346_tweet.txt;langage ;RT @XXX: @XXX @XXX il va être nécessaire de modifier votre langage #incivilites @XXX  #presidentielle2022
146558_tweet.txt;le mot;"Pas une seule fois le mot #immigration, ils sont forts quand même. Les ""jeunes"" ont des complices. url_path"
34307_tweet.txt;on dit;"@XXX @XXX @XXX @XXX @XXX @XXX N'est-ce pas ? Parce que tant que cette liste n'existe pas (et pourtant elle pourrait si on avait les fameux ""témoignages"") tout ce qu'on dit à ce propos pour justifier des comportements racistes comme sélectionner son docteur à l'épiderme, et bien c'est un peu du vent."
48159_tweet.txt;le mot;dès que la radio prononce le mot  #confinement  choc - le camion s'évanouit url_path
